DATE / RAOB	REPORT	MUMR	MUCAPE	500TEMP	7-5 LR	0-6SH	0-9SH	0-3SH	SHIP	MODELb	SRH
00072300.OTX	1.00	9.0	2088	-12.3	8.2	17.2	21.1	7.8	0.8	1.20	43
00072700.JAN	1.00	12.5	2066	-10.7	6.4	8.0	8.4	4.2	0.3	1.00	-50
00072800.LBF	1.00	17.1	5581	-7.7	8.1	25.0	21.1	9.6	3.5	3.10	187
00072800.TOP	1.00	15.3	3666	-10.3	7.6	22.0	26.4	9.1	2.3	2.60	115
00072900.CHS	1.00	16.1	2462	-7.5	5.6	9.3	13.2	3.3	0.4	0.60	4
00072900.ILN	1.00	14.3	2735	-11.5	6.7	13.4	21.0	8.0	1.0	0.60	68
00080700.TOP	1.00	17.3	4476	-7.5	7.2	17.8	22.9	11.7	1.8	1.80	72
01061900.JAX	1.00	17.2	2584	-9.5	6.1	4.8	8.3	5.0	0.3	0.60	13
01062100.ABR	1.00	8.1	1118	-19.3	7.0	4.2	12.4	3.6	0.1	1.30	14
01062600.LBF	1.00	12.7	3931	-8.1	8.1	9.3	8.1	8.1	0.7	1.50	119
02012400.LZK	1.00	13.1	1343	-12.7	6.6	32.5	40.7	20.2	1.1	0.60	290
02042300.OAX	1.00	6.4	614	-23.3	7.9	26.3	36.6	15.2	0.4	1.40	133
02051800.CRP	1.00	20.3	5902	-10.5	7.4	22.6	23.2	10.7	5.0	1.60	86
02052700.AMA	1.00	9.7	2332	-11.1	7.2	14.5	11.8	13.0	0.6	1.40	198
02060400.CHS	1.00	15.2	3170	-10.1	7.6	9.7	10.8	11.7	0.9	0.60	33
02060700.ABR	1.00	9.0	2252	-14.7	8.1	12.4	18.1	8.2	0.7	1.20	118
02070200.FFC	1.00	16.3	4268	-9.7	6.6	7.8	4.3	7.3	0.8	0.60	46
02070300.LBF	1.00	14.1	3367	-5.9	7.5	14.0	6.2	11.5	0.7	1.20	158
02072000.JAN	1.00	17.6	3501	-6.7	6.1	6.1	7.9	5.7	0.4	0.60	58
02072600.TOP	1.00	13.8	3390	-5.9	7.5	16.9	16.9	11.9	0.8	2.20	168
02072700.RAP	1.00	9.4	1688	-9.3	7.5	21.0	28.6	14.5	0.6	1.30	139
02072900.AMA	1.00	13.6	3610	-6.5	7.8	12.5	12.2	13.6	0.7	2.00	164
02080300.BMX	1.00	18.4	5098	-6.5	5.8	9.6	10.8	11.5	0.8	1.40	33
02080400.SGF	1.00	17.7	4328	-5.5	6.5	1.1	7.6	3.8	0.1	1.50	-11
03031500.TBW	1.00	15.9	3398	-13.7	7.0	18.6	27.3	3.9	2.3	0.90	32
03032000.ILX	1.00	8.0	713	-21.9	6.9	3.5	11.4	5.4	0.1	1.40	-26
03032100.DTX	1.00	8.7	1602	-21.3	6.6	13.3	27.1	7.7	0.6	1.10	80
03040500.LZK	1.00	10.7	1751	-14.9	6.6	27.4	33.1	12.6	1.2	2.30	65
03041800.DNR	1.00	5.3	1063	-18.1	8.6	11.0	43.9	5.9	0.2	0.60	41
03042400.SHV	1.00	13.1	1456	-12.9	7.2	26.1	36.8	15.2	1.1	0.60	278
03042800.MFL	1.00	16.7	2735	-10.7	6.4	11.7	25.5	12.3	0.9	0.60	83
03043000.OAX	1.00	8.9	1064	-16.3	7.4	29.1	32.0	18.4	0.8	1.90	353
03050100.FFC	1.00	11.1	1429	-13.5	6.6	6.9	6.4	1.0	0.2	1.60	5
03050212.BNA	1.00	10.3	1865	-15.3	7.0	13.0	18.0	12.1	0.6	2.20	55
03050312.BMX	1.00	9.7	1402	-16.1	7.5	13.8	38.5	7.9	0.5	1.80	72
03051100.MHX	1.00	16.0	3585	-9.3	7.3	16.2	15.0	11.9	1.5	0.90	104
03051200.JAX	1.00	15.9	3060	-7.9	6.9	13.2	20.0	10.1	0.8	-999.00	48
03051800.TBW	1.00	16.1	3839	-8.7	6.5	5.7	11.9	6.2	0.5	1.10	3
03051800.XMR	1.00	16.0	3602	-9.5	7.0	8.6	10.7	5.6	0.8	0.90	-7
03052600.TFX	1.00	8.3	994	-10.9	8.0	16.0	15.9	9.1	0.3	1.30	59
03052700.ABQ	1.00	7.1	713	-9.9	8.3	14.7	20.6	3.1	0.1	0.60	12
03060200.DDC	1.00	11.1	1960	-9.5	7.9	17.5	20.6	11.9	0.7	2.00	222
03060900.RNK	1.00	15.0	2965	-9.1	6.2	24.1	29.2	18.9	1.4	1.20	134
03090900.TUS	1.00	11.5	2363	-8.3	7.3	7.9	11.8	2.8	0.3	1.10	12
03111712.TOP	1.00	11.5	1641	-17.3	7.3	25.6	32.6	17.8	1.4	2.70	329
04031500.DRT	1.00	11.6	1498	-15.5	7.0	16.8	24.5	6.6	0.8	1.40	123
04032100.FWD	1.00	13.1	2648	-15.5	8.2	12.9	20.8	4.9	1.4	2.80	29
04051000.FFC	1.00	11.4	2006	-11.1	5.4	4.7	11.0	4.0	0.2	1.90	-15
04051200.AMA	1.00	9.7	1922	-11.5	8.0	15.0	8.4	19.1	0.6	1.60	282
04080900.TOP	1.00	14.3	2676	-11.5	7.4	11.9	15.6	5.9	0.9	0.90	82
04081700.TUS	1.00	13.1	2027	-8.9	7.1	13.2	13.3	8.8	0.5	1.00	96
04082800.OUN	1.00	16.0	4225	-7.1	7.4	3.8	3.0	7.0	0.3	1.50	101
05030400.SGF	1.00	5.9	823	-25.9	7.1	24.2	27.9	13.0	0.5	0.70	151
05050412.TBW	1.00	14.1	1839	-13.5	7.3	15.8	33.3	10.0	1.0	1.00	187
05050600.EPZ	1.00	8.0	1672	-12.7	8.6	27.7	28.8	15.0	1.0	1.20	178
05081100.GGW	1.00	10.1	805	-13.7	7.4	30.5	38.9	15.6	0.6	2.10	170
05081700.GGW	1.00	9.2	1042	-11.1	7.8	27.6	40.5	16.7	0.5	1.70	265
05081800.LMN	1.00	17.7	3655	-4.1	6.0	22.3	17.3	13.3	0.8	0.60	221
05082700.EPZ	1.00	11.1	2162	-6.5	8.5	4.9	6.7	4.0	0.2	1.00	21
05092900.FWD	1.00	12.7	1553	-5.9	6.4	10.1	13.0	8.5	0.2	0.60	39
06010300.ILN	1.00	9.0	791	-19.3	7.5	16.0	23.8	7.8	0.4	1.40	140
06011200.GSO	1.00	9.5	1374	-19.1	7.5	15.6	28.9	21.9	0.7	2.50	253
06041400.BUF	1.00	6.2	383	-23.3	7.6	26.8	55.7	21.6	0.3	1.40	237
06041400.PIT	1.00	6.2	390	-20.1	7.0	18.6	40.0	18.8	0.1	0.90	220
06051600.DTX	1.00	8.7	519	-20.5	6.1	5.0	17.9	7.2	0.1	0.70	-7
06051800.IAD	1.00	8.4	1009	-20.5	6.7	16.0	20.3	11.9	0.4	1.30	66
06052300.RAP	1.00	9.6	2536	-10.3	8.5	9.7	18.1	5.6	0.5	1.30	43
06052600.AMA	1.00	7.9	1911	-11.3	9.9	16.9	12.6	11.8	0.7	0.70	262
06052600.GSO	1.00	11.9	1743	-10.1	6.1	14.4	11.4	8.4	0.4	0.80	82
06052600.JAX	1.00	13.3	1856	-10.7	6.6	15.3	20.8	10.5	0.6	0.60	70
06052700.BIS	1.00	9.4	2274	-11.9	8.5	22.0	21.3	20.2	1.1	1.30	198
06052700.JAX	1.00	15.0	2879	-9.9	6.1	13.7	13.1	11.0	0.9	0.80	117
06053100.GGW	1.00	5.6	570	-21.1	7.4	5.0	8.1	2.8	0.1	0.90	30
06060200.BNA	1.00	14.2	2055	-7.9	5.4	5.5	12.6	8.6	0.2	0.60	-2
06060300.GRB	1.00	8.8	1314	-18.9	7.1	16.3	19.5	12.0	0.6	1.60	77
06060400.ILN	1.00	8.3	1032	-18.1	6.5	8.5	11.1	6.7	0.2	1.20	35
06060500.FFC	1.00	11.0	1475	-12.5	5.9	11.7	22.4	5.7	0.3	2.10	18
06060700.SHV	1.00	14.6	2252	-10.3	7.4	25.4	14.5	15.1	1.5	0.60	164
06060712.RAP	1.00	7.9	1110	-10.3	8.7	12.3	19.2	9.9	0.2	1.30	131
06060800.LBF	1.00	10.8	2368	-6.9	7.7	20.5	22.3	11.2	0.7	1.70	244
06061200.BNA	1.00	13.6	1539	-6.7	5.6	15.2	7.0	9.1	0.3	0.60	107
06061900.GRB	1.00	14.0	2397	-11.7	6.2	15.9	20.9	12.4	0.9	1.90	74
06062100.BNA	1.00	14.1	2387	-9.3	6.8	6.7	3.3	6.8	0.3	0.60	43
06062200.JAN	1.00	15.3	2595	-8.7	7.0	3.0	2.5	4.6	0.2	0.60	-15
06062300.BMX	1.00	12.5	1595	-7.1	6.2	5.1	4.3	1.9	0.1	0.60	-10
06062300.BNA	1.00	15.6	3023	-10.1	7.3	10.6	3.6	8.0	0.9	0.60	71
06062300.DDC	1.00	11.0	987	-11.1	7.2	17.7	17.5	9.3	0.4	1.30	78
06062700.FFC	1.00	15.4	2376	-6.9	5.6	12.6	21.6	9.3	0.4	0.60	23
06062800.GRB	1.00	9.4	1049	-15.5	6.1	13.8	20.6	8.1	0.3	1.60	34
06062900.PIT	1.00	10.9	925	-13.7	6.4	21.3	35.7	7.1	0.4	1.60	17
06062900.TOP	1.00	8.5	959	-12.3	7.1	12.7	14.7	8.1	0.2	1.00	120
06070200.FFC	1.00	11.2	1552	-9.7	6.3	6.5	9.5	1.2	0.2	0.90	4
06070200.FWD	1.00	12.8	1806	-9.9	7.2	6.1	11.2	1.6	0.2	0.60	20
06070200.LBF	1.00	12.2	2554	-8.5	8.0	20.5	17.9	17.1	1.0	2.00	223
06070300.IAD	1.00	14.8	3195	-9.3	5.9	10.7	13.6	10.7	0.7	0.90	60
06070500.GSO	1.00	15.2	2335	-7.3	6.1	9.6	6.1	7.6	0.4	0.60	96
06071300.BIS	1.00	9.0	966	-8.7	8.1	7.7	14.5	5.9	0.1	0.70	108
06071800.DNR	1.00	9.1	1197	-6.9	8.0	7.7	6.2	3.5	0.1	1.10	83
06072000.RNK	1.00	14.2	2160	-8.5	5.9	9.1	3.0	11.1	0.3	1.00	113
06072200.RNK	1.00	16.5	3249	-6.1	6.0	7.0	9.1	7.2	0.3	0.60	100
06072300.ABQ	1.00	9.6	1267	-4.9	7.8	5.7	11.2	2.8	0.1	1.00	-9
06072700.RAP	1.00	8.7	694	-8.7	8.3	16.3	21.8	13.4	0.2	0.90	157
06072800.ABR	1.00	12.7	1956	-6.1	6.4	23.5	29.4	16.1	0.5	1.40	149
06072800.OAX	1.00	15.6	2714	-5.3	6.0	16.8	22.8	9.3	0.5	0.60	92
06080100.PIT	1.00	18.6	3456	-4.5	5.8	12.7	7.9	10.1	0.5	0.60	104
06081000.TUS	1.00	13.4	1913	-6.3	7.3	3.1	6.2	1.2	0.1	0.60	12
06090800.ABR	1.00	9.5	1406	-14.3	7.5	9.4	9.1	10.6	0.3	1.70	163
06090800.LBF	1.00	7.9	880	-14.1	7.5	11.1	19.9	6.9	0.2	0.90	20
06091200.ILX	1.00	13.6	1642	-11.1	6.4	12.9	23.9	8.6	0.5	0.60	56
06092900.FFC	1.00	10.8	705	-11.1	4.6	19.1	33.4	18.9	0.2	0.60	85
89060500.1M1	1.00	15.8	2493	-8.2	6.0	14.7	13.0	10.3	0.7	0.60	19
89061200.JAN	1.00	17.7	3616	-9.1	6.5	15.3	5.8	7.5	1.4	0.60	84
89061400.JAN	1.00	16.0	3274	-11.5	7.1	11.3	8.2	9.4	1.2	1.00	57
89061600.TBW	1.00	16.4	3463	-7.6	5.7	10.2	6.4	5.9	0.6	0.60	36
89061900.CKL	1.00	16.7	3363	-9.6	6.4	14.5	12.2	12.2	1.2	0.60	103
89062800.HTS	1.00	17.6	3659	-8.0	5.8	15.4	21.4	7.4	1.1	0.60	62
89062900.AMA	1.00	12.6	2035	-8.2	8.6	14.8	26.0	13.0	0.6	2.30	165
89070600.OUN	1.00	12.9	1373	-6.0	6.2	6.0	12.2	11.3	0.1	0.60	64
89071200.TOP	1.00	16.6	3182	-8.1	7.6	12.6	8.2	13.2	1.0	1.60	157
89072400.VCT	1.00	14.8	2953	-9.6	6.2	7.7	13.3	9.5	0.5	0.60	120
89072800.DAY	1.00	16.4	2617	-7.8	5.7	13.5	11.3	7.5	0.6	0.60	83
89073100.GTF	1.00	9.5	1858	-9.3	8.9	10.8	21.7	10.3	0.4	1.20	106
89080600.OUN	1.00	16.3	3439	-5.4	6.8	10.2	12.1	9.7	0.5	0.80	101
89082000.UMN	1.00	17.3	3524	-6.0	6.2	20.6	14.9	13.6	1.1	0.80	350
89082700.DDC	1.00	16.9	4549	-7.4	7.6	11.3	24.3	1.4	1.2	2.10	11
90050400.CKL	1.00	14.0	1534	-10.6	6.4	20.1	25.8	10.8	0.7	0.60	141
90061000.GSO	1.00	15.3	2409	-8.8	6.1	9.7	14.5	11.1	0.5	0.60	145
90062300.HTS	1.00	14.5	1346	-8.5	5.8	27.1	36.9	19.1	0.6	0.60	231
90062400.OUN	1.00	11.9	1571	-10.8	8.2	26.8	24.9	14.1	1.1	1.90	186
90070900.GSO	1.00	17.6	4051	-5.3	5.6	10.2	10.5	6.1	0.5	0.80	73
90071100.GSO	1.00	15.2	3487	-6.6	5.9	3.5	9.1	7.5	0.2	0.60	38
90071800.AMA	1.00	11.4	1482	-6.5	6.7	14.8	26.1	8.4	0.3	1.10	98
90072000.DEN	1.00	11.7	1698	-7.2	7.4	16.1	20.8	14.0	0.4	2.10	182
90072200.TBW	1.00	17.8	3409	-5.7	6.0	4.6	7.8	3.6	0.2	0.60	35
90072500.DDC	1.00	11.9	1703	-8.0	6.8	14.0	17.5	10.1	0.4	1.40	208
90072600.GGW	1.00	10.2	1514	-10.6	7.0	15.6	16.6	7.9	0.4	1.80	55
90080200.MAF	1.00	14.4	1702	-6.2	6.1	9.7	12.2	2.8	0.2	0.60	27
90081900.AMA	1.00	13.6	2596	-7.9	7.0	5.1	5.1	3.8	0.2	0.80	45
90082100.OUN	1.00	19.2	5290	-6.7	6.9	8.3	3.4	6.2	0.9	0.60	38
90082300.HTS	1.00	15.2	707	-7.7	6.2	7.0	8.5	3.6	0.1	0.60	-4
90083000.GSO	1.00	16.4	3552	-9.3	6.0	20.1	18.2	14.1	1.6	0.60	37
90092900.MAF	1.00	12.2	1606	-8.0	6.0	15.0	28.7	11.3	0.3	0.80	35
90100800.GGG	1.00	16.8	2689	-6.0	5.8	14.2	17.2	8.9	0.5	0.60	70
90101800.GGG	1.00	14.2	1619	-10.6	6.4	20.0	27.9	12.5	0.7	0.60	114
91060500.AHN	1.00	15.3	3036	-8.1	6.7	5.7	13.0	11.6	0.3	0.60	72
91060500.CKL	1.00	16.9	3345	-7.5	6.3	5.0	4.8	9.2	0.3	0.60	52
93092500.OUN	1.00	16.1	2895	-6.7	6.2	24.5	27.2	16.0	1.1	0.60	264
97081700.DVN	1.00	20.8	5790	-8.3	7.5	14.3	11.8	12.3	2.6	1.00	137
97081700.PIT	1.00	18.3	3951	-7.9	6.9	12.7	23.0	15.4	1.2	0.60	224
97081800.FFC	1.00	18.4	3564	-6.1	6.1	2.5	2.0	4.4	0.1	0.60	37
98052200.BNA	1.00	15.2	3709	-10.7	6.4	9.2	7.9	10.4	0.8	0.90	83
99061200.ILN	1.00	14.7	3299	-8.3	5.8	4.6	4.0	8.2	0.3	1.10	32
00021800.JAN	0.88	12.5	1866	-14.9	6.7	27.5	38.9	16.2	1.5	0.70	270
00061100.DDC	0.88	14.3	3471	-7.9	6.9	11.0	20.2	14.0	0.7	2.40	53
00061800.RAP	0.88	7.4	1396	-18.9	7.1	14.0	34.9	7.4	0.5	1.40	270
00070600.DDC	0.88	12.3	2581	-7.5	8.5	9.4	10.0	10.7	0.5	1.80	97
00072800.BMX	0.88	13.2	2147	-9.5	6.2	8.0	11.4	6.0	0.3	0.70	35
00080200.DVN	0.88	16.6	4183	-9.7	6.6	11.2	16.4	13.3	1.2	1.10	169
00080300.PIT	0.88	14.9	2780	-9.7	6.2	15.5	29.2	9.1	0.9	0.60	81
00080400.BNA	0.88	16.3	3453	-9.9	6.8	10.9	16.0	9.1	1.0	0.60	83
00080500.LZK	0.88	16.1	3872	-6.3	5.6	9.4	14.6	7.3	0.5	0.80	6
00080700.DTX	0.88	19.4	4231	-7.3	6.0	16.6	31.6	10.6	1.4	0.60	78
00090300.OAX	0.88	12.6	3099	-10.1	8.7	16.9	21.6	9.5	1.4	1.40	126
01062200.DVN	0.88	10.3	1285	-18.1	6.5	10.8	11.8	8.7	0.4	1.00	66
01062600.CRP	0.88	16.6	3837	-8.5	6.4	4.0	8.9	7.1	0.3	0.60	53
02031000.GSO	0.88	11.0	819	-15.3	5.8	24.6	29.7	19.8	0.5	1.20	236
02052900.OAX	0.88	13.0	2754	-13.3	7.1	7.5	7.0	10.0	0.6	2.60	127
03031400.TLH	0.88	11.6	2141	-13.1	6.3	10.5	9.0	5.7	0.5	1.10	39
03042912.TOP	0.88	10.6	1617	-16.9	7.8	16.7	22.5	11.0	0.9	2.80	238
03050400.BIS	0.88	8.2	1467	-18.7	7.4	15.4	16.1	8.8	0.6	1.60	86
03060300.JAX	0.88	16.1	3513	-10.1	7.6	11.1	10.3	11.4	1.1	0.60	111
03060600.ABR	0.88	8.1	888	-19.9	6.8	17.3	14.2	9.2	0.4	1.50	47
03061600.TOP	0.88	12.4	1944	-11.9	6.4	0.8	4.2	5.8	0.0	1.00	3
03062000.GGW	0.88	9.2	1032	-9.7	8.1	9.8	17.1	8.3	0.2	1.30	76
03101712.JAN	0.88	12.8	1891	-11.5	6.3	25.4	33.9	16.9	1.1	1.20	246
03102600.CRP	0.88	17.9	3408	-9.9	6.3	15.2	34.5	9.8	1.4	0.60	17
03111800.OAX	0.88	10.0	957	-18.3	6.8	41.2	58.6	20.0	1.2	2.50	88
04040900.AMA	0.88	8.2	1515	-16.7	7.0	17.9	23.0	14.7	0.6	1.60	139
04081800.PHX	0.88	10.5	1709	-9.1	7.3	4.8	9.2	6.0	0.1	0.80	15
04082700.ABR	0.88	10.2	1433	-15.1	6.7	14.4	40.5	5.3	0.5	1.50	28
04091900.LCH	0.88	15.9	2433	-6.9	5.8	4.4	15.6	7.7	0.2	0.60	6
04092000.OAK	0.88	7.3	242	-17.9	5.5	27.4	30.4	6.5	0.1	0.70	56
04100400.GSO	0.88	13.2	1385	-14.9	6.5	15.2	26.8	10.4	0.6	1.40	101
05081300.MAF	0.88	12.8	1568	-6.3	6.5	11.8	13.7	6.9	0.2	0.60	82
06013012.JAN	0.88	10.0	1058	-20.9	7.1	38.7	46.0	18.9	1.5	2.60	71
06032100.OUN	0.88	5.4	579	-25.5	7.4	16.6	26.7	5.7	0.2	0.90	53
06040700.FWD	0.88	12.5	2831	-12.5	6.2	33.5	41.5	20.1	2.2	2.80	40
06041200.TOP	0.88	8.4	726	-14.3	7.0	33.2	37.2	23.1	0.5	2.00	232
06043000.OTX	0.88	6.4	499	-17.9	7.3	17.3	23.3	8.3	0.2	0.80	75
89061200.AMA	0.88	13.2	3301	-11.7	8.7	12.9	25.2	9.2	1.4	2.30	167
89062600.UMN	0.88	16.2	3812	-6.9	6.3	0.7	10.8	2.0	0.0	0.60	-14
89062700.DEN	0.88	8.6	931	-11.1	7.6	14.3	14.3	10.8	0.2	1.80	122
89072700.AHN	0.88	17.5	3996	-6.9	6.5	3.5	6.8	7.1	0.3	0.60	66
89082500.AHN	0.88	16.9	3533	-5.1	6.1	3.3	8.1	2.7	0.1	0.60	5
89082600.AHN	0.88	17.1	3463	-5.6	5.8	11.3	8.6	4.0	0.5	0.60	41
89082900.GGG	0.88	18.5	3979	-4.6	6.0	4.1	2.2	1.6	0.2	0.60	3
90071000.PIT	0.88	16.6	3362	-6.7	6.3	19.7	14.7	14.3	1.1	0.60	124
90073000.AMA	0.88	12.2	943	-7.5	6.3	12.7	18.1	8.4	0.2	0.60	14
90091900.OUN	0.88	18.0	3878	-6.7	6.2	11.9	20.5	12.1	0.8	0.60	119
97010900.SIL	0.88	13.1	909	-13.6	6.7	39.7	37.0	33.7	1.0	-999.00	511
98062500.DDC	0.88	11.9	2667	-7.3	8.7	25.1	34.7	12.4	1.2	1.40	224
90052100.SIL	0.85	16.6	3505	-10.6	6.7	8.4	13.0	10.9	0.8	0.60	70
03052100.TBW	0.80	15.8	2941	-9.5	6.2	2.7	5.4	7.1	0.2	0.60	27
91051700.JAN	0.80	15.5	2890	-8.9	6.5	1.1	7.8	0.6	0.1	0.60	1
00022400.LZK	0.75	10.6	1590	-18.1	7.0	25.0	34.2	17.2	1.3	2.50	270
00050300.JAN	0.75	12.8	1438	-12.9	5.9	12.8	7.2	13.9	0.4	0.60	120
00052200.LZK	0.75	12.1	2062	-13.5	6.2	22.6	32.5	17.7	1.1	1.40	162
00061800.JAX	0.75	15.7	2677	-7.9	5.7	6.0	10.5	7.9	0.3	0.60	61
00061900.WAL	0.75	17.4	2940	-7.9	6.3	11.3	9.5	11.6	0.7	0.60	134
00062500.JAX	0.75	15.6	2442	-10.1	6.2	9.4	21.8	9.3	0.5	0.60	104
00062900.GRB	0.75	8.9	860	-18.9	6.4	17.0	24.4	14.1	0.4	1.10	108
00071300.DDC	0.75	15.1	3064	-3.7	6.1	6.2	10.6	9.2	0.2	0.60	0
00071300.FWD	0.75	14.9	3103	-5.7	6.5	10.6	11.4	13.9	0.4	0.80	120
00071800.JAN	0.75	15.8	3305	-5.5	6.0	13.9	14.4	13.1	0.6	0.60	-56
00071900.JAN	0.75	17.3	3841	-6.1	6.1	7.5	6.9	5.7	0.4	0.60	32
00072100.TBW	0.75	18.9	4845	-6.9	6.4	7.0	10.7	7.4	0.7	0.90	56
00072300.GSO	0.75	16.5	2443	-9.1	5.7	20.6	22.2	6.6	1.0	0.60	88
00072400.GGW	0.75	10.9	3240	-11.1	8.5	26.1	22.5	12.5	2.1	1.40	54
00080400.LCH	0.75	15.7	3045	-7.5	5.6	2.8	12.8	4.7	0.1	0.60	28
00090200.SHV	0.75	12.1	1896	-7.5	7.0	3.2	2.0	5.2	0.1	0.70	15
01062400.BIS	0.75	13.7	4781	-10.9	9.0	18.7	27.1	15.0	2.8	1.70	249
02030812.ILX	0.75	7.2	533	-19.7	6.9	31.5	49.1	16.1	0.4	1.30	599
02051500.PIT	0.75	5.9	521	-27.9	7.9	14.7	14.3	17.3	0.2	1.10	74
02060400.JAX	0.75	15.3	3128	-8.1	6.5	3.7	6.5	0.3	0.2	0.60	15
02062500.LBF	0.75	11.7	3690	-10.3	9.2	7.2	9.1	5.0	0.7	1.30	45
02072000.LZK	0.75	21.6	6551	-8.5	6.9	10.2	6.8	8.7	2.0	0.90	145
03031500.OTX	0.75	6.3	801	-26.3	7.5	24.9	28.7	18.3	0.6	1.50	240
03032000.SGF	0.75	7.6	909	-22.1	6.7	10.5	8.6	18.2	0.3	1.40	205
03040922.XMR	0.75	15.5	2570	-10.3	5.6	31.0	38.3	12.7	1.7	0.60	34
03042300.DNR	0.75	6.7	1183	-16.1	7.9	19.1	35.2	12.2	0.5	1.20	265
03050100.DNR	0.75	6.7	1011	-20.1	8.0	33.5	27.3	12.5	0.9	1.20	108
03050200.BMX	0.75	12.4	2216	-12.9	6.6	6.7	7.6	4.6	0.4	0.70	9
03052400.PIT	0.75	10.0	707	-16.7	6.5	26.5	23.6	12.1	0.5	1.00	65
03060700.MFL	0.75	18.2	3041	-6.7	5.6	2.8	9.3	0.9	0.1	0.60	5
03061000.JAX	0.75	16.0	2482	-8.7	6.7	11.3	22.4	10.8	0.6	0.60	13
03061222.XMR	0.75	17.1	2144	-7.9	6.1	4.6	6.1	5.2	0.2	0.60	65
03061500.SHV	0.75	16.2	2511	-9.9	6.3	21.1	32.8	13.5	1.3	0.60	91
03061900.TFX	0.75	8.6	1802	-9.3	8.2	10.8	13.4	13.1	0.3	1.00	178
03062000.BOI	0.75	7.0	491	-12.5	8.2	23.3	18.1	17.9	0.2	1.00	141
03062100.RAP	0.75	11.9	2338	-10.3	7.2	8.1	14.4	15.0	0.4	2.40	137
03062200.IAD	0.75	10.5	1215	-17.1	5.8	15.1	9.7	9.3	0.5	1.10	79
03090900.GJT	0.75	6.8	996	-12.3	9.1	17.7	28.1	8.5	0.3	0.70	199
03090900.MAF	0.75	12.1	2389	-7.9	7.0	18.1	17.8	12.1	0.7	2.20	222
03091000.JAN	0.75	15.0	1929	-9.5	6.0	10.8	22.1	8.1	0.4	0.60	83
03111300.BUF	0.75	8.1	418	-20.5	6.7	46.9	65.5	18.0	0.5	1.50	335
04030500.LZK	0.75	12.4	745	-10.1	5.8	39.6	53.2	27.8	0.5	0.60	468
04051300.OAX	0.75	10.5	1193	-13.7	6.9	24.2	28.7	16.7	0.7	2.20	133
04051700.FFC	0.75	12.2	2077	-12.1	6.4	2.0	11.6	2.9	0.1	0.80	0
04052300.BUF	0.75	13.8	1807	-10.6	5.8	22.4	24.0	18.8	0.8	0.60	239
04081700.PHX	0.75	12.6	2729	-7.9	7.1	8.0	6.2	6.2	0.4	1.30	60
04081900.DDC	0.75	11.7	2146	-6.3	6.2	4.3	11.0	10.2	0.1	0.70	15
04081900.OTX	0.75	9.8	1929	-11.3	7.4	9.9	15.1	6.2	0.4	1.50	43
04082800.JAN	0.75	18.0	3714	-7.5	6.4	2.6	3.6	1.0	0.2	0.60	12
04082800.PIT	0.75	18.3	3258	-6.1	5.6	7.8	6.8	10.4	0.4	0.60	106
04092800.DNR	0.75	7.9	698	-13.9	7.1	17.7	21.0	12.4	0.2	1.00	112
04100400.CHS	0.75	15.3	1850	-10.7	6.0	22.1	32.7	13.4	1.0	0.60	81
05022200.BMX	0.75	11.8	1749	-15.9	6.8	26.1	36.8	19.0	1.4	1.20	174
05030700.OAX	0.75	5.7	324	-21.9	7.4	14.9	9.6	13.6	0.1	0.90	156
05042612.JAN	0.75	9.2	993	-17.3	6.9	27.2	35.7	15.7	0.7	2.20	336
05050500.OTX	0.75	7.7	1601	-19.1	7.3	15.7	22.0	8.5	0.6	1.40	35
05082100.OAX	0.75	15.5	2617	-6.9	6.0	14.8	30.9	15.0	0.6	0.60	159
05082400.SHV	0.75	16.6	3397	-5.3	6.1	9.2	4.4	11.1	0.4	0.60	72
06011400.JAX	0.75	12.1	1223	-15.1	6.5	19.6	26.7	19.7	0.7	0.70	233
89052800.CKL	0.75	15.4	2098	-8.1	6.2	11.8	13.5	8.0	0.5	0.60	43
89060400.PAH	0.75	16.4	3338	-9.7	5.8	14.2	14.7	15.5	1.0	0.60	90
89060700.AHN	0.75	14.2	2402	-13.0	6.6	12.3	18.6	2.7	0.9	0.60	37
89061300.CKL	0.75	16.1	2677	-8.6	6.1	15.9	7.3	11.5	0.9	0.60	102
89061500.AHN	0.75	14.7	1717	-7.5	5.5	10.0	9.8	11.8	0.2	0.60	91
89061600.ACY	0.75	16.5	2243	-7.6	5.9	18.8	19.1	19.5	0.7	0.60	217
89062200.CKL	0.75	16.1	2986	-10.1	6.7	10.0	8.5	6.8	0.8	0.60	76
89062300.GRB	0.75	14.6	1729	-8.4	6.2	10.7	10.8	10.0	0.3	-999.00	139
89062300.OUN	0.75	16.0	3217	-7.1	5.9	12.8	14.9	6.9	0.7	0.60	113
89062700.PIT	0.75	16.0	2924	-9.1	6.8	8.1	4.9	7.9	0.6	0.60	69
89070800.AHN	0.75	16.8	2876	-6.5	5.8	4.1	4.8	4.3	0.2	0.60	33
89071100.DDC	0.75	11.9	1858	-8.1	7.6	8.5	14.0	12.4	0.3	2.10	249
89072900.SIL	0.75	18.8	4031	-6.8	6.3	4.1	4.4	3.9	0.3	0.60	37
89073000.PAH	0.75	17.9	3630	-7.0	6.4	11.4	9.0	7.4	0.8	0.60	58
89073100.TOP	0.75	14.5	2685	-6.4	6.7	9.8	13.0	12.0	0.4	0.60	117
89081200.GRB	0.75	11.3	1782	-14.8	6.7	4.1	9.5	3.9	0.2	0.60	39
